"REF_DATE","GEO","DGUID","Age group","Teen pregnancy outcomes","Characteristics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1999","Prince Edward Island","","18 to 19 years","Fetal loss","Rate per 1,000 females","Rates per 1,000 females","266","units ","0","v4384908","3.3.4.2","1.6","","","","1"
"1999","Nova Scotia","","15 to 19 years","Total, teen pregnancies","Number of events","Number","223","units ","0","v4384909","4.1.1.1","1115","","","","0"
"1999","Nova Scotia","","15 to 19 years","Total, teen pregnancies","Rate per 1,000 females","Rates per 1,000 females","266","units ","0","v4384910","4.1.1.2","35.6","","","","1"
"1999","Nova Scotia","","15 to 19 years","Live births","Number of events","Number","223","units ","0","v4384911","4.1.2.1","684","","","","0"
"1999","Nova Scotia","","15 to 19 years","Live births","Rate per 1,000 females","Rates per 1,000 females","266","units ","0","v4384912","4.1.2.2","21.8","","","","1"
"1999","Nova Scotia","","15 to 19 years","Induced abortions","Number of events","Number","223","units ","0","v4384913","4.1.3.1","417","","","","0"
"1999","Nova Scotia","","15 to 19 years","Induced abortions","Rate per 1,000 females","Rates per 1,000 females","266","units ","0","v4384914","4.1.3.2","13.3","","","","1"
"1999","Nova Scotia","","15 to 19 years","Fetal loss","Number of events","Number","223","units ","0","v4384915","4.1.4.1","14","","","","0"
"1999","Nova Scotia","","15 to 19 years","Fetal loss","Rate per 1,000 females","Rates per 1,000 females","266","units ","0","v4384916","4.1.4.2","0.4","","","","1"
"1999","Nova Scotia","","15 to 17 years","Total, teen pregnancies","Number of events","Number","223","units ","0","v4384917","4.2.1.1","382","","","","0"
"1999","Nova Scotia","","15 to 17 years","Total, teen pregnancies","Rate per 1,000 females","Rates per 1,000 females","266","units ","0","v4384918","4.2.1.2","20.6","","","","1"
"1999","Nova Scotia","","15 to 17 years","Live births","Number of events","Number","223","units ","0","v4384919","4.2.2.1","204","","","","0"
"1999","Nova Scotia","","15 to 17 years","Live births","Rate per 1,000 females","Rates per 1,000 females","266","units ","0","v4384920","4.2.2.2","11.0","","","","1"
"1999","Nova Scotia","","15 to 17 years","Induced abortions","Number of events","Number","223","units ","0","v4384921","4.2.3.1","171","","","","0"
"1999","Nova Scotia","","15 to 17 years","Induced abortions","Rate per 1,000 females","Rates per 1,000 females","266","units ","0","v4384922","4.2.3.2","9.2","","","","1"
"1999","Nova Scotia","","15 to 17 years","Fetal loss","Number of events","Number","223","units ","0","v4384923","4.2.4.1","7","","","","0"
"1999","Nova Scotia","","15 to 17 years","Fetal loss","Rate per 1,000 females","Rates per 1,000 females","266","units ","0","v4384924","4.2.4.2","0.4","","","","1"
"1999","Nova Scotia","","18 to 19 years","Total, teen pregnancies","Number of events","Number","223","units ","0","v4384925","4.3.1.1","733","","","","0"
"1999","Nova Scotia","","18 to 19 years","Total, teen pregnancies","Rate per 1,000 females","Rates per 1,000 females","266","units ","0","v4384926","4.3.1.2","57.6","","","","1"
"1999","Nova Scotia","","18 to 19 years","Live births","Number of events","Number","223","units ","0","v4384927","4.3.2.1","480","","","","0"
"1999","Nova Scotia","","18 to 19 years","Live births","Rate per 1,000 females","Rates per 1,000 females","266","units ","0","v4384928","4.3.2.2","37.7","","","","1"
"1999","Nova Scotia","","18 to 19 years","Induced abortions","Number of events","Number","223","units ","0","v4384929","4.3.3.1","246","","","","0"
"1999","Nova Scotia","","18 to 19 years","Induced abortions","Rate per 1,000 females","Rates per 1,000 females","266","units ","0","v4384930","4.3.3.2","19.3","","","","1"
"1999","Nova Scotia","","18 to 19 years","Fetal loss","Number of events","Number","223","units ","0","v4384931","4.3.4.1","7","","","","0"
"1999","Nova Scotia","","18 to 19 years","Fetal loss","Rate per 1,000 females","Rates per 1,000 females","266","units ","0","v4384932","4.3.4.2","0.6","","","","1"
"1999","New Brunswick","","15 to 19 years","Total, teen pregnancies","Number of events","Number","223","units ","0","v4384933","5.1.1.1","885","","","","0"
"1999","New Brunswick","","15 to 19 years","Total, teen pregnancies","Rate per 1,000 females","Rates per 1,000 females","266","units ","0","v4384934","5.1.1.2","34.9","","","","1"
"1999","New Brunswick","","15 to 19 years","Live births","Number of events","Number","223","units ","0","v4384935","5.1.2.1","593","","","","0"
"1999","New Brunswick","","15 to 19 years","Live births","Rate per 1,000 females","Rates per 1,000 females","266","units ","0","v4384936","5.1.2.2","23.4","","","","1"
"1999","New Brunswick","","15 to 19 years","Induced abortions","Number of events","Number","223","units ","0","v4384937","5.1.3.1","250","","","","0"
"1999","New Brunswick","","15 to 19 years","Induced abortions","Rate per 1,000 females","Rates per 1,000 females","266","units ","0","v4384938","5.1.3.2","9.9","","","","1"
"1999","New Brunswick","","15 to 19 years","Fetal loss","Number of events","Number","223","units ","0","v4384939","5.1.4.1","42","","","","0"
"1999","New Brunswick","","15 to 19 years","Fetal loss","Rate per 1,000 females","Rates per 1,000 females","266","units ","0","v4384940","5.1.4.2","1.7","","","","1"
"1999","New Brunswick","","15 to 17 years","Total, teen pregnancies","Number of events","Number","223","units ","0","v4384941","5.2.1.1","293","","","","0"
"1999","New Brunswick","","15 to 17 years","Total, teen pregnancies","Rate per 1,000 females","Rates per 1,000 females","266","units ","0","v4384942","5.2.1.2","19.3","","","","1"
"1999","New Brunswick","","15 to 17 years","Live births","Number of events","Number","223","units ","0","v4384943","5.2.2.1","181","","","","0"
"1999","New Brunswick","","15 to 17 years","Live births","Rate per 1,000 females","Rates per 1,000 females","266","units ","0","v4384944","5.2.2.2","11.9","","","","1"
"1999","New Brunswick","","15 to 17 years","Induced abortions","Number of events","Number","223","units ","0","v4384945","5.2.3.1","88","","","","0"
"1999","New Brunswick","","15 to 17 years","Induced abortions","Rate per 1,000 females","Rates per 1,000 females","266","units ","0","v4384946","5.2.3.2","5.8","","","","1"
"1999","New Brunswick","","15 to 17 years","Fetal loss","Number of events","Number","223","units ","0","v4384947","5.2.4.1","24","","","","0"
"1999","New Brunswick","","15 to 17 years","Fetal loss","Rate per 1,000 females","Rates per 1,000 females","266","units ","0","v4384948","5.2.4.2","1.6","","","","1"
"1999","New Brunswick","","18 to 19 years","Total, teen pregnancies","Number of events","Number","223","units ","0","v4384949","5.3.1.1","592","","","","0"
"1999","New Brunswick","","18 to 19 years","Total, teen pregnancies","Rate per 1,000 females","Rates per 1,000 females","266","units ","0","v4384950","5.3.1.2","58.3","","","","1"
"1999","New Brunswick","","18 to 19 years","Live births","Number of events","Number","223","units ","0","v4384951","5.3.2.1","412","","","","0"
"1999","New Brunswick","","18 to 19 years","Live births","Rate per 1,000 females","Rates per 1,000 females","266","units ","0","v4384952","5.3.2.2","40.6","","","","1"
"1999","New Brunswick","","18 to 19 years","Induced abortions","Number of events","Number","223","units ","0","v4384953","5.3.3.1","162","","","","0"
"1999","New Brunswick","","18 to 19 years","Induced abortions","Rate per 1,000 females","Rates per 1,000 females","266","units ","0","v4384954","5.3.3.2","16.0","","","","1"
"1999","New Brunswick","","18 to 19 years","Fetal loss","Number of events","Number","223","units ","0","v4384955","5.3.4.1","18","","","","0"
"1999","New Brunswick","","18 to 19 years","Fetal loss","Rate per 1,000 females","Rates per 1,000 females","266","units ","0","v4384956","5.3.4.2","1.8","","","","1"
"1999","Quebec","","15 to 19 years","Total, teen pregnancies","Number of events","Number","223","units ","0","v4384957","6.1.1.1","9569","","","","0"
"1999","Quebec","","15 to 19 years","Total, teen pregnancies","Rate per 1,000 females","Rates per 1,000 females","266","units ","0","v4384958","6.1.1.2","40.4","","","","1"
"1999","Quebec","","15 to 19 years","Live births","Number of events","Number","223","units ","0","v4384959","6.1.2.1","3457","","","","0"
"1999","Quebec","","15 to 19 years","Live births","Rate per 1,000 females","Rates per 1,000 females","266","units ","0","v4384960","6.1.2.2","14.6","","","","1"
"1999","Quebec","","15 to 19 years","Induced abortions","Number of events","Number","223","units ","0","v4384961","6.1.3.1","5960","","","","0"
"1999","Quebec","","15 to 19 years","Induced abortions","Rate per 1,000 females","Rates per 1,000 females","266","units ","0","v4384962","6.1.3.2","25.2","","","","1"
"1999","Quebec","","15 to 19 years","Fetal loss","Number of events","Number","223","units ","0","v4384963","6.1.4.1","152","","","","0"
"1999","Quebec","","15 to 19 years","Fetal loss","Rate per 1,000 females","Rates per 1,000 females","266","units ","0","v4384964","6.1.4.2","0.6","","","","1"
"1999","Quebec","","15 to 17 years","Total, teen pregnancies","Number of events","Number","223","units ","0","v4384965","6.2.1.1","2655","","","","0"
"1999","Quebec","","15 to 17 years","Total, teen pregnancies","Rate per 1,000 females","Rates per 1,000 females","266","units ","0","v4384966","6.2.1.2","19.3","","","","1"
"1999","Quebec","","15 to 17 years","Live births","Number of events","Number","223","units ","0","v4384967","6.2.2.1","855","","","","0"
"1999","Quebec","","15 to 17 years","Live births","Rate per 1,000 females","Rates per 1,000 females","266","units ","0","v4384968","6.2.2.2","6.2","","","","1"
"1999","Quebec","","15 to 17 years","Induced abortions","Number of events","Number","223","units ","0","v4384969","6.2.3.1","1753","","","","0"
"1999","Quebec","","15 to 17 years","Induced abortions","Rate per 1,000 females","Rates per 1,000 females","266","units ","0","v4384970","6.2.3.2","12.8","","","","1"
"1999","Quebec","","15 to 17 years","Fetal loss","Number of events","Number","223","units ","0","v4384971","6.2.4.1","47","","","","0"
"1999","Quebec","","15 to 17 years","Fetal loss","Rate per 1,000 females","Rates per 1,000 females","266","units ","0","v4384972","6.2.4.2","0.3","","","","1"
"1999","Quebec","","18 to 19 years","Total, teen pregnancies","Number of events","Number","223","units ","0","v4384973","6.3.1.1","6914","","","","0"
"1999","Quebec","","18 to 19 years","Total, teen pregnancies","Rate per 1,000 females","Rates per 1,000 females","266","units ","0","v4384974","6.3.1.2","69.4","","","","1"
"1999","Quebec","","18 to 19 years","Live births","Number of events","Number","223","units ","0","v4384975","6.3.2.1","2602","","","","0"
"1999","Quebec","","18 to 19 years","Live births","Rate per 1,000 females","Rates per 1,000 females","266","units ","0","v4384976","6.3.2.2","26.1","","","","1"
"1999","Quebec","","18 to 19 years","Induced abortions","Number of events","Number","223","units ","0","v4384977","6.3.3.1","4207","","","","0"
"1999","Quebec","","18 to 19 years","Induced abortions","Rate per 1,000 females","Rates per 1,000 females","266","units ","0","v4384978","6.3.3.2","42.2","","","","1"
"1999","Quebec","","18 to 19 years","Fetal loss","Number of events","Number","223","units ","0","v4384979","6.3.4.1","105","","","","0"
"1999","Quebec","","18 to 19 years","Fetal loss","Rate per 1,000 females","Rates per 1,000 females","266","units ","0","v4384980","6.3.4.2","1.1","","","","1"
"1999","Ontario","","15 to 19 years","Total, teen pregnancies","Number of events","Number","223","units ","0","v4384981","7.1.1.1","13183","","","","0"
"1999","Ontario","","15 to 19 years","Total, teen pregnancies","Rate per 1,000 females","Rates per 1,000 females","266","units ","0","v4384982","7.1.1.2","35.9","","","","1"
"1999","Ontario","","15 to 19 years","Live births","Number of events","Number","223","units ","0","v4384983","7.1.2.1","5836","","","","0"
"1999","Ontario","","15 to 19 years","Live births","Rate per 1,000 females","Rates per 1,000 females","266","units ","0","v4384984","7.1.2.2","15.9","","","","1"
"1999","Ontario","","15 to 19 years","Induced abortions","Number of events","Number","223","units ","0","v4384985","7.1.3.1","7142","","","","0"
"1999","Ontario","","15 to 19 years","Induced abortions","Rate per 1,000 females","Rates per 1,000 females","266","units ","0","v4384986","7.1.3.2","19.4","","","","1"
"1999","Ontario","","15 to 19 years","Fetal loss","Number of events","Number","223","units ","0","v4384987","7.1.4.1","205","","","","0"
"1999","Ontario","","15 to 19 years","Fetal loss","Rate per 1,000 females","Rates per 1,000 females","266","units ","0","v4384988","7.1.4.2","0.6","","","","1"
"1999","Ontario","","15 to 17 years","Total, teen pregnancies","Number of events","Number","223","units ","0","v4384989","7.2.1.1","4729","","","","0"
"1999","Ontario","","15 to 17 years","Total, teen pregnancies","Rate per 1,000 females","Rates per 1,000 females","266","units ","0","v4384990","7.2.1.2","21.5","","","","1"
"1999","Ontario","","15 to 17 years","Live births","Number of events","Number","223","units ","0","v4384991","7.2.2.1","1907","","","","0"
"1999","Ontario","","15 to 17 years","Live births","Rate per 1,000 females","Rates per 1,000 females","266","units ","0","v4384992","7.2.2.2","8.7","","","","1"
"1999","Ontario","","15 to 17 years","Induced abortions","Number of events","Number","223","units ","0","v4384993","7.2.3.1","2749","","","","0"
"1999","Ontario","","15 to 17 years","Induced abortions","Rate per 1,000 females","Rates per 1,000 females","266","units ","0","v4384994","7.2.3.2","12.5","","","","1"
"1999","Ontario","","15 to 17 years","Fetal loss","Number of events","Number","223","units ","0","v4384995","7.2.4.1","73","","","","0"
"1999","Ontario","","15 to 17 years","Fetal loss","Rate per 1,000 females","Rates per 1,000 females","266","units ","0","v4384996","7.2.4.2","0.3","","","","1"
"1999","Ontario","","18 to 19 years","Total, teen pregnancies","Number of events","Number","223","units ","0","v4384997","7.3.1.1","8454","","","","0"
"1999","Ontario","","18 to 19 years","Total, teen pregnancies","Rate per 1,000 females","Rates per 1,000 females","266","units ","0","v4384998","7.3.1.2","57.4","","","","1"
"1999","Ontario","","18 to 19 years","Live births","Number of events","Number","223","units ","0","v4384999","7.3.2.1","3929","","","","0"
"1999","Ontario","","18 to 19 years","Live births","Rate per 1,000 females","Rates per 1,000 females","266","units ","0","v4385000","7.3.2.2","26.7","","","","1"
"1999","Ontario","","18 to 19 years","Induced abortions","Number of events","Number","223","units ","0","v4385001","7.3.3.1","4393","","","","0"
"1999","Ontario","","18 to 19 years","Induced abortions","Rate per 1,000 females","Rates per 1,000 females","266","units ","0","v4385002","7.3.3.2","29.9","","","","1"
"1999","Ontario","","18 to 19 years","Fetal loss","Number of events","Number","223","units ","0","v4385003","7.3.4.1","132","","","","0"
"1999","Ontario","","18 to 19 years","Fetal loss","Rate per 1,000 females","Rates per 1,000 females","266","units ","0","v4385004","7.3.4.2","0.9","","","","1"
"1999","Manitoba","","15 to 19 years","Total, teen pregnancies","Number of events","Number","223","units ","0","v4385005","8.1.1.1","2427","","","","0"
"1999","Manitoba","","15 to 19 years","Total, teen pregnancies","Rate per 1,000 females","Rates per 1,000 females","266","units ","0","v4385006","8.1.1.2","62.3","","","","1"
"1999","Manitoba","","15 to 19 years","Live births","Number of events","Number","223","units ","0","v4385007","8.1.2.1","1389","","","","0"
"1999","Manitoba","","15 to 19 years","Live births","Rate per 1,000 females","Rates per 1,000 females","266","units ","0","v4385008","8.1.2.2","35.6","","","","1"
"1999","Manitoba","","15 to 19 years","Induced abortions","Number of events","Number","223","units ","0","v4385009","8.1.3.1","923","","","","0"
"1999","Manitoba","","15 to 19 years","Induced abortions","Rate per 1,000 females","Rates per 1,000 females","266","units ","0","v4385010","8.1.3.2","23.7","","","","1"
"1999","Manitoba","","15 to 19 years","Fetal loss","Number of events","Number","223","units ","0","v4385011","8.1.4.1","115","","","","0"
"1999","Manitoba","","15 to 19 years","Fetal loss","Rate per 1,000 females","Rates per 1,000 females","266","units ","0","v4385012","8.1.4.2","3.0","","","","1"
"1999","Manitoba","","15 to 17 years","Total, teen pregnancies","Number of events","Number","223","units ","0","v4385013","8.2.1.1","887","","","","0"
"1999","Manitoba","","15 to 17 years","Total, teen pregnancies","Rate per 1,000 females","Rates per 1,000 females","266","units ","0","v4385014","8.2.1.2","37.7","","","","1"
"1999","Manitoba","","15 to 17 years","Live births","Number of events","Number","223","units ","0","v4385015","8.2.2.1","502","","","","0"
"1999","Manitoba","","15 to 17 years","Live births","Rate per 1,000 females","Rates per 1,000 females","266","units ","0","v4385016","8.2.2.2","21.3","","","","1"
"1999","Manitoba","","15 to 17 years","Induced abortions","Number of events","Number","223","units ","0","v4385017","8.2.3.1","340","","","","0"
"1999","Manitoba","","15 to 17 years","Induced abortions","Rate per 1,000 females","Rates per 1,000 females","266","units ","0","v4385018","8.2.3.2","14.4","","","","1"
"1999","Manitoba","","15 to 17 years","Fetal loss","Number of events","Number","223","units ","0","v4385019","8.2.4.1","45","","","","0"
"1999","Manitoba","","15 to 17 years","Fetal loss","Rate per 1,000 females","Rates per 1,000 females","266","units ","0","v4385020","8.2.4.2","1.9","","","","1"
"1999","Manitoba","","18 to 19 years","Total, teen pregnancies","Number of events","Number","223","units ","0","v4385021","8.3.1.1","1540","","","","0"
"1999","Manitoba","","18 to 19 years","Total, teen pregnancies","Rate per 1,000 females","Rates per 1,000 females","266","units ","0","v4385022","8.3.1.2","99.8","","","","1"
"1999","Manitoba","","18 to 19 years","Live births","Number of events","Number","223","units ","0","v4385023","8.3.2.1","887","","","","0"
"1999","Manitoba","","18 to 19 years","Live births","Rate per 1,000 females","Rates per 1,000 females","266","units ","0","v4385024","8.3.2.2","57.5","","","","1"
"1999","Manitoba","","18 to 19 years","Induced abortions","Number of events","Number","223","units ","0","v4385025","8.3.3.1","583","","","","0"
"1999","Manitoba","","18 to 19 years","Induced abortions","Rate per 1,000 females","Rates per 1,000 females","266","units ","0","v4385026","8.3.3.2","37.8","","","","1"
"1999","Manitoba","","18 to 19 years","Fetal loss","Number of events","Number","223","units ","0","v4385027","8.3.4.1","70","","","","0"
"1999","Manitoba","","18 to 19 years","Fetal loss","Rate per 1,000 females","Rates per 1,000 females","266","units ","0","v4385028","8.3.4.2","4.5","","","","1"
"1999","Saskatchewan","","15 to 19 years","Total, teen pregnancies","Number of events","Number","223","units ","0","v4385029","9.1.1.1","1957","","","","0"
"1999","Saskatchewan","","15 to 19 years","Total, teen pregnancies","Rate per 1,000 females","Rates per 1,000 females","266","units ","0","v4385030","9.1.1.2","50.9","","","","1"
"1999","Saskatchewan","","15 to 19 years","Live births","Number of events","Number","223","units ","0","v4385031","9.1.2.1","1415","","","","0"
"1999","Saskatchewan","","15 to 19 years","Live births","Rate per 1,000 females","Rates per 1,000 females","266","units ","0","v4385032","9.1.2.2","36.8","","","","1"
"1999","Saskatchewan","","15 to 19 years","Induced abortions","Number of events","Number","223","units ","0","v4385033","9.1.3.1","469","","","","0"
"1999","Saskatchewan","","15 to 19 years","Induced abortions","Rate per 1,000 females","Rates per 1,000 females","266","units ","0","v4385034","9.1.3.2","12.2","","","","1"
"1999","Saskatchewan","","15 to 19 years","Fetal loss","Number of events","Number","223","units ","0","v4385035","9.1.4.1","73","","","","0"
"1999","Saskatchewan","","15 to 19 years","Fetal loss","Rate per 1,000 females","Rates per 1,000 females","266","units ","0","v4385036","9.1.4.2","1.9","","","","1"
"1999","Saskatchewan","","15 to 17 years","Total, teen pregnancies","Number of events","Number","223","units ","0","v4385037","9.2.1.1","742","","","","0"
"1999","Saskatchewan","","15 to 17 years","Total, teen pregnancies","Rate per 1,000 females","Rates per 1,000 females","266","units ","0","v4385038","9.2.1.2","31.8","","","","1"
"1999","Saskatchewan","","15 to 17 years","Live births","Number of events","Number","223","units ","0","v4385039","9.2.2.1","534","","","","0"
"1999","Saskatchewan","","15 to 17 years","Live births","Rate per 1,000 females","Rates per 1,000 females","266","units ","0","v4385040","9.2.2.2","22.9","","","","1"
"1999","Saskatchewan","","15 to 17 years","Induced abortions","Number of events","Number","223","units ","0","v4385041","9.2.3.1","175","","","","0"
"1999","Saskatchewan","","15 to 17 years","Induced abortions","Rate per 1,000 females","Rates per 1,000 females","266","units ","0","v4385042","9.2.3.2","7.5","","","","1"
"1999","Saskatchewan","","15 to 17 years","Fetal loss","Number of events","Number","223","units ","0","v4385043","9.2.4.1","33","","","","0"
"1999","Saskatchewan","","15 to 17 years","Fetal loss","Rate per 1,000 females","Rates per 1,000 females","266","units ","0","v4385044","9.2.4.2","1.4","","","","1"
"1999","Saskatchewan","","18 to 19 years","Total, teen pregnancies","Number of events","Number","223","units ","0","v4385045","9.3.1.1","1215","","","","0"
"1999","Saskatchewan","","18 to 19 years","Total, teen pregnancies","Rate per 1,000 females","Rates per 1,000 females","266","units ","0","v4385046","9.3.1.2","80.1","","","","1"
"1999","Saskatchewan","","18 to 19 years","Live births","Number of events","Number","223","units ","0","v4385047","9.3.2.1","881","","","","0"
"1999","Saskatchewan","","18 to 19 years","Live births","Rate per 1,000 females","Rates per 1,000 females","266","units ","0","v4385048","9.3.2.2","58.1","","","","1"
"1999","Saskatchewan","","18 to 19 years","Induced abortions","Number of events","Number","223","units ","0","v4385049","9.3.3.1","294","","","","0"
"1999","Saskatchewan","","18 to 19 years","Induced abortions","Rate per 1,000 females","Rates per 1,000 females","266","units ","0","v4385050","9.3.3.2","19.4","","","","1"
"1999","Saskatchewan","","18 to 19 years","Fetal loss","Number of events","Number","223","units ","0","v4385051","9.3.4.1","40","","","","0"
"1999","Saskatchewan","","18 to 19 years","Fetal loss","Rate per 1,000 females","Rates per 1,000 females","266","units ","0","v4385052","9.3.4.2","2.6","","","","1"
"1999","Alberta","","15 to 19 years","Total, teen pregnancies","Number of events","Number","223","units ","0","v4385053","10.1.1.1","5012","","","","0"
"1999","Alberta","","15 to 19 years","Total, teen pregnancies","Rate per 1,000 females","Rates per 1,000 females","266","units ","0","v4385054","10.1.1.2","47.2","","","","1"
"1999","Alberta","","15 to 19 years","Live births","Number of events","Number","223","units ","0","v4385055","10.1.2.1","2604","","","","0"
"1999","Alberta","","15 to 19 years","Live births","Rate per 1,000 females","Rates per 1,000 females","266","units ","0","v4385056","10.1.2.2","24.5","","","","1"
"1999","Alberta","","15 to 19 years","Induced abortions","Number of events","Number","223","units ","0","v4385057","10.1.3.1","2221","","","","0"
"1999","Alberta","","15 to 19 years","Induced abortions","Rate per 1,000 females","Rates per 1,000 females","266","units ","0","v4385058","10.1.3.2","20.9","","","","1"
"1999","Alberta","","15 to 19 years","Fetal loss","Number of events","Number","223","units ","0","v4385059","10.1.4.1","187","","","","0"
"1999","Alberta","","15 to 19 years","Fetal loss","Rate per 1,000 females","Rates per 1,000 females","266","units ","0","v4385060","10.1.4.2","1.8","","","","1"
"1999","Alberta","","15 to 17 years","Total, teen pregnancies","Number of events","Number","223","units ","0","v4385061","10.2.1.1","1804","","","","0"
"1999","Alberta","","15 to 17 years","Total, teen pregnancies","Rate per 1,000 females","Rates per 1,000 females","266","units ","0","v4385062","10.2.1.2","28.0","","","","1"
"1999","Alberta","","15 to 17 years","Live births","Number of events","Number","223","units ","0","v4385063","10.2.2.1","847","","","","0"
"1999","Alberta","","15 to 17 years","Live births","Rate per 1,000 females","Rates per 1,000 females","266","units ","0","v4385064","10.2.2.2","13.2","","","","1"
"1999","Alberta","","15 to 17 years","Induced abortions","Number of events","Number","223","units ","0","v4385065","10.2.3.1","892","","","","0"
"1999","Alberta","","15 to 17 years","Induced abortions","Rate per 1,000 females","Rates per 1,000 females","266","units ","0","v4385066","10.2.3.2","13.9","","","","1"
"1999","Alberta","","15 to 17 years","Fetal loss","Number of events","Number","223","units ","0","v4385067","10.2.4.1","65","","","","0"
"1999","Alberta","","15 to 17 years","Fetal loss","Rate per 1,000 females","Rates per 1,000 females","266","units ","0","v4385068","10.2.4.2","1.0","","","","1"
"1999","Alberta","","18 to 19 years","Total, teen pregnancies","Number of events","Number","223","units ","0","v4385069","10.3.1.1","3208","","","","0"
"1999","Alberta","","18 to 19 years","Total, teen pregnancies","Rate per 1,000 females","Rates per 1,000 females","266","units ","0","v4385070","10.3.1.2","76.8","","","","1"
"1999","Alberta","","18 to 19 years","Live births","Number of events","Number","223","units ","0","v4385071","10.3.2.1","1757","","","","0"
"1999","Alberta","","18 to 19 years","Live births","Rate per 1,000 females","Rates per 1,000 females","266","units ","0","v4385072","10.3.2.2","42.1","","","","1"
"1999","Alberta","","18 to 19 years","Induced abortions","Number of events","Number","223","units ","0","v4385073","10.3.3.1","1329","","","","0"
"1999","Alberta","","18 to 19 years","Induced abortions","Rate per 1,000 females","Rates per 1,000 females","266","units ","0","v4385074","10.3.3.2","31.8","","","","1"
"1999","Alberta","","18 to 19 years","Fetal loss","Number of events","Number","223","units ","0","v4385075","10.3.4.1","122","","","","0"
"1999","Alberta","","18 to 19 years","Fetal loss","Rate per 1,000 females","Rates per 1,000 females","266","units ","0","v4385076","10.3.4.2","2.9","","","","1"
"1999","British Columbia","","15 to 19 years","Total, teen pregnancies","Number of events","Number","223","units ","0","v4385077","11.1.1.1","5017","","","","0"
"1999","British Columbia","","15 to 19 years","Total, teen pregnancies","Rate per 1,000 females","Rates per 1,000 females","266","units ","0","v4385078","11.1.1.2","38.4","","","","1"
"1999","British Columbia","","15 to 19 years","Live births","Number of events","Number","223","units ","0","v4385079","11.1.2.1","2018","","","","0"
"1999","British Columbia","","15 to 19 years","Live births","Rate per 1,000 females","Rates per 1,000 females","266","units ","0","v4385080","11.1.2.2","15.4","","","","1"
"1999","British Columbia","","15 to 19 years","Induced abortions","Number of events","Number","223","units ","0","v4385081","11.1.3.1","2888","","","","0"
"1999","British Columbia","","15 to 19 years","Induced abortions","Rate per 1,000 females","Rates per 1,000 females","266","units ","0","v4385082","11.1.3.2","22.1","","","","1"
"1999","British Columbia","","15 to 19 years","Fetal loss","Number of events","Number","223","units ","0","v4385083","11.1.4.1","111","","","","0"
"1999","British Columbia","","15 to 19 years","Fetal loss","Rate per 1,000 females","Rates per 1,000 females","266","units ","0","v4385084","11.1.4.2","0.8","","","","1"
"1999","British Columbia","","15 to 17 years","Total, teen pregnancies","Number of events","Number","223","units ","0","v4385085","11.2.1.1","1617","","","","0"
"1999","British Columbia","","15 to 17 years","Total, teen pregnancies","Rate per 1,000 females","Rates per 1,000 females","266","units ","0","v4385086","11.2.1.2","20.6","","","","1"
"1999","British Columbia","","15 to 17 years","Live births","Number of events","Number","223","units ","0","v4385087","11.2.2.1","666","","","","0"
"1999","British Columbia","","15 to 17 years","Live births","Rate per 1,000 females","Rates per 1,000 females","266","units ","0","v4385088","11.2.2.2","8.5","","","","1"
"1999","British Columbia","","15 to 17 years","Induced abortions","Number of events","Number","223","units ","0","v4385089","11.2.3.1","919","","","","0"
"1999","British Columbia","","15 to 17 years","Induced abortions","Rate per 1,000 females","Rates per 1,000 females","266","units ","0","v4385090","11.2.3.2","11.7","","","","1"
"1999","British Columbia","","15 to 17 years","Fetal loss","Number of events","Number","223","units ","0","v4385091","11.2.4.1","32","","","","0"
"1999","British Columbia","","15 to 17 years","Fetal loss","Rate per 1,000 females","Rates per 1,000 females","266","units ","0","v4385092","11.2.4.2","0.4","","","","1"
"1999","British Columbia","","18 to 19 years","Total, teen pregnancies","Number of events","Number","223","units ","0","v4385093","11.3.1.1","3400","","","","0"
"1999","British Columbia","","18 to 19 years","Total, teen pregnancies","Rate per 1,000 females","Rates per 1,000 females","266","units ","0","v4385094","11.3.1.2","64.9","","","","1"
"1999","British Columbia","","18 to 19 years","Live births","Number of events","Number","223","units ","0","v4385095","11.3.2.1","1352","","","","0"
"1999","British Columbia","","18 to 19 years","Live births","Rate per 1,000 females","Rates per 1,000 females","266","units ","0","v4385096","11.3.2.2","25.8","","","","1"
"1999","British Columbia","","18 to 19 years","Induced abortions","Number of events","Number","223","units ","0","v4385097","11.3.3.1","1969","","","","0"
"1999","British Columbia","","18 to 19 years","Induced abortions","Rate per 1,000 females","Rates per 1,000 females","266","units ","0","v4385098","11.3.3.2","37.6","","","","1"
"1999","British Columbia","","18 to 19 years","Fetal loss","Number of events","Number","223","units ","0","v4385099","11.3.4.1","79","","","","0"
"1999","British Columbia","","18 to 19 years","Fetal loss","Rate per 1,000 females","Rates per 1,000 females","266","units ","0","v4385100","11.3.4.2","1.5","","","","1"
"1999","Yukon","","15 to 19 years","Total, teen pregnancies","Number of events","Number","223","units ","0","v4385101","12.1.1.1","59","","","","0"
"1999","Yukon","","15 to 19 years","Total, teen pregnancies","Rate per 1,000 females","Rates per 1,000 females","266","units ","0","v4385102","12.1.1.2","53.4","","","","1"
"1999","Yukon","","15 to 19 years","Live births","Number of events","Number","223","units ","0","v4385103","12.1.2.1","31","","","","0"
